Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"22/02/2021","96 BALALLY DR, DUNDRUM, DUBLIN 16","Dublin 16","Dublin","€725,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","96 SHANDON PARK, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","98 Blossom Hill, Midleton","","Cork","€509,000.00","No","Yes","New Dwelling house /Apartment",""
"22/02/2021","9ST KEVINS VILLAS, SALLYNOGGIN, DUBLIN","","Dublin","€95,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","AHAGLASLIN, CASTLEFREKE, CLONAKILTY","","Cork","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","APT 3 BLOCK 2, PARK DOOLEY, RATHANGAN","","Kildare","€121,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","APT 3A GORTOORLAN, BALLYCONNELL, CO CAVAN","","Cavan","€48,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","APT 7 FLOOR 2 CHANDLER BUILDING, RATHBOURNE VILLAGE, ASHTOWN DUBLIN 15","Dublin 15","Dublin","€298,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","APT WM1 WINDMILL HOUSE, DOCK ROAD, LIMERICK","","Limerick","€2,750,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","ARBUTUS PLACE, CLONEYMEATH, SUMMERHILL","","Meath","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","Ballinabearna, Ballinhassig","","Cork","€400,000.00","Yes","Yes","New Dwelling house /Apartment",""
"22/02/2021","BALLYGIBBON, BLARNEY, CORK","","Cork","€316,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","Ballyhandle, Innishannon, Cork","","Cork","€450,000.00","No","Yes","New Dwelling house /Apartment",""
"22/02/2021","BELMULLET RD, BANGOR ERRIS, BALLINA","","Mayo","€173,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","CARROW BLAGH, KERRYKEEL, LETTERKENNY","","Donegal","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","CLOONARROW, CASTLEREA, CO ROSCOMMON","","Roscommon","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","COOLOOK BEG, BALLYCANEW, GOREY","","Wexford","€405,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","COPPERTON, CORRIN VIEW, FERMOY","","Cork","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","DAWN VIEW HOUSE, TONAPHUBBLE LANE, TONAPHUBBLE","","Sligo","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","DROMELIHY, CREE, KILRUSH","","Clare","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","DROMIN, MILLTOWN, COUNTY KERRY","","Kerry","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","DRUMING, ARDAGH, LONGFORD","","Longford","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","DRUMROOSK, BALLINAGH, CAVAN","","Cavan","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","DUNBYRNE, KILMEAGUE, NAAS","","Kildare","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","FENWAY, 1 CLEVE HILL, BLACKROCK RD","","Cork","€532,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","FOSSABEG, SCARIFF, CLARE","","Clare","€297,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","GARRYVOROUGH, KILBEHENNY, MITCHELSTOWN","","Cork","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","GORTATOODA UPPERCHURCH, THURLES, TIPPERARY","","Tipperary","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","HILLSIDE, MOUNTAIN RD, TUBBERCURRY","","Sligo","€82,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","HOUSE 2, CHAPEL ST, LISMORE","","Waterford","€139,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","KNOCKCLARIG, ROCKCHAPEL, MALLOW","","Cork","€54,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","LIS NA LEE, BALLINAGEEHA, ORANMORE","","Galway","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","LISMORE, TRALEE, KERRY","","Kerry","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","LUNNIAGH, DERRYBEG, COUNTY  DONEGAL","","Donegal","€87,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","MAIN RD, FENIT, TRALEE","","Kerry","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","NEWTOWN, DOONBEG, CO CLARE","","Clare","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","OLD CRUCK RD, CRUCKAKEECHAN, ANNAGRY","","Donegal","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","PEAKEEN VIEW, ST JOSEPHS ROAD, KILLOWEN","","Kerry","€211,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","PHOENIX, LACKENDARRA UPPER, BALLINAMULT","","Waterford","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","PIERCETOWN, THURLES, TIPPERARY","","Tipperary","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","RAMPARK, CASTLEREA, ROSCOMMON","","Roscommon","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","RATHNASMOLAGH, BIGWOOD, KILKENNY","","Kilkenny","€124,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","SAVONA, 13 BISHOPSHILL, KILKENNY","","Kilkenny","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","SEECRIN HOUSE, RIVERSTOWN, DUNDALK","","Louth","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","SWAN VIEW, DUBLIN RD, NAVAN","","Meath","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","THE COTTAGE, KNOCKNAGORE, GOATS CROSS","","Cork","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","TITHEWER, NEWTOWNMOUNTKENNEDY, WICKLOW","","Wicklow","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","WEST-LEE, 36 PALMBURY ORCHARD, LEHENAGHMORE","","Cork","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2021","WYNESTOWN, TOGHER, DROGHEDA","","Louth","€358,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","1 Graydon Terrace, Newcastle","","Dublin","€303,964.76","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","1 THE PADDOCKS, BRIDGE RD, LISTOWEL","","Kerry","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","1 THE WEIR, QUERRIN, KILKEE","","Clare","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","1 THOMAS HAND ST, SKERRIES, DUBLIN","","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","10 ABBEYGROVE, GOWRAN, KILKENNY","","Kilkenny","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","10 QUINN VILLAS, BALLAGHADERREEN, CO ROSCOMMON","","Roscommon","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","10 Rinn Duin, Rinfidin","","Galway","€255,507.00","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","101 MEADOW VALE, DEANS GRANGE, BLACKROCK","","Dublin","€487,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","104 KILDARE RD, DUBLIN 12, DUBLIN","Dublin 12","Dublin","€197,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","11 HARBOUR VIEW, TULLAMORE, CO OFFALY","","Offaly","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","11 MERRYMEETING, RATHNEW, CO WICKLOW","","Wicklow","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","11 SPRINGFIELD GROVE, ROSSMORE VILLAGE, DUNDRUM RD","","Tipperary","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","12 CARLINGFORD PARADE, MACKEN ST, DUBLIN 2","Dublin 2","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","12 Halwell Lane, Adamstown, Lucan","Dublin 3","Dublin","€348,722.00","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","12 NEWLINE, CASTLEBAR, CO. MAYO","","Mayo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","12 WAYSIDE PARK, CLONAKILTY, CORK","","Cork","€247,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","12 YEATS HALL, CARRICKMINES WOOD, DUBLIN 18","Dublin 18","Dublin","€855,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","126 MEADOWBANK, BAILE NA NDEISE, WATERFORD CITY","","Waterford","€131,946.85","Yes","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","13  Laharran West, Manor Farm, Lehenaghbeg","","Cork","€300,220.26","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","13 MAIN ST, BELMAYNE DUBLIN 13, DUBLIN","Dublin 13","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","13 TOLKA VALE, FINGLAS RD, DUBLIN 11","Dublin 11","Dublin","€213,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","133 EVERGREEN RD, CORK, CORK","","Cork","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","14 ARD ABHAINN, GRANGE RD, BALLINA","","Tipperary","€269,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","14 RICHMOND, NEWTOWNPARK AVE, BLACKROCK","","Dublin","€865,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","15 ASHBROOK, MOUNT SION, WATERFORD","","Kilkenny","€196,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","15 HARBOUR COURT, FRIARS MILL RD, MULLINGAR","","Westmeath","€86,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","152 CARRIG COURT, SAGGART, DUBLIN","Dublin 24","Dublin","€224,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","154 Castlemoyne, Balgriffin, Dublin 13","Dublin 13","Dublin","€484,581.50","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","16 BALLYCLARE COURT, BALLYLEAGUE, ROSCOMMON","","Roscommon","€138,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","16 CONNEMARA WAY, WESTPORT RD, CLIFDEN","","Galway","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","16 Hammerstone, Straffan","","Kildare","€422,906.00","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","16 RATHDOWN CRESCENT, TERENURE, DUBLIN","","Dublin","€1,325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","16 THE CLAYTON, THE GASWORKS, BARROW ST DUBLIN 4","Dublin 4","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","16 WOODVILLE MANOR, DUNDALK, LOUTH","","Louth","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","17 WHEATFIELD COURT, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","18 ORPEN GREEN, STILLORGAN GROVE, BLACKROCK","","Dublin","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","18 THE CLOSE, STRAFFAN WOOD, MAYNOOTH","","Kildare","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","19 KIRKWOOD, PARK AVE, SANDYMOUNT","Dublin 4","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","2 BEECHLAWNS, JOHNSWELL RD, KILKENNY","","Kilkenny","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","2 EARLSFORT PARK, LUCAN, DUBLIN","","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","2 MARLEY CLOSE, MARLEY GRANGE, RATHFARNHAM DUBLIN 16","Dublin 16","Dublin","€755,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","2 THE ORCHARD, CLANCY TERRACE, CHARLEVILLE","","Cork","€162,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","20 GANDON CLOSE, PORTLAOISE, LAOIS","","Laois","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","20 GLENMAROON RD, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","20 The Hazels, Ballinahinch Wood, Ashford","","Wicklow","€418,512.20","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","20 THE MOORINGS, SKIBBEREEN, CORK","","Cork","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","21 REDBARN HOLIDAY COTTAGES, REDBARN BEACH, YOUGHAL","","Cork","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","23 Crockaun Way, Brownstown, Curragh","","Kildare","€261,000.00","Yes","Yes","New Dwelling house /Apartment",""
"23/02/2021","24 Crockaun Way, Brownstown, Curragh","","Kildare","€200,000.00","Yes","Yes","New Dwelling house /Apartment",""
"23/02/2021","24 ROCHFORT AVE, LUCAN, DUBLIN","","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","24 the lawns, bellingfield, kilcullen rd","","Kildare","€303,965.00","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","242 THE ISLAND, CHAPELIZOD, DUBLIN 20","","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","25 Crockaun Way, Brownstown, Curragh","","Kildare","€200,000.00","Yes","Yes","New Dwelling house /Apartment",""
"23/02/2021","25 Hallwell Lane, Hallwell, Adamstown","","Dublin","€396,476.00","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","254 KYLEMORE RD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","26 Crockaun Way, Brownstown, Curragh","","Kildare","€261,000.00","Yes","Yes","New Dwelling house /Apartment",""
"23/02/2021","27 Crockaun Way, Brownstown, Curragh","","Kildare","€170,000.00","Yes","Yes","New Dwelling house /Apartment",""
"23/02/2021","27 RUSSELL CLOSE, FORTUNESTOWN, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","27 SEMINARY WALK, CORK, CORK","","Cork","€219,372.49","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","28 Crockaun Way, Brownstown, Curragh","","Kildare","€170,000.00","Yes","Yes","New Dwelling house /Apartment",""
"23/02/2021","28 KILMORE WILLOWS, BALLYJAMESDUFF, CAVAN","","Cavan","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","28 The Meadows, Castle Farm, Dunboyne","","Meath","€330,396.00","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","29 Caislean Nua, Castletroy","","Limerick","€400,000.00","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","29 Crockaun Way, Brownstown, Curragh","","Kildare","€170,000.00","Yes","Yes","New Dwelling house /Apartment",""
"23/02/2021","29 The Meadows, Castle Farm, Dunboyne","","Meath","€330,396.00","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","3 ARDMORE AVE, ARDMORE, BETTYSTOWN","","Meath","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","3 FOREST HAVEN, DUNMORE EAST, CO WATERFORD","","Waterford","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","3 MEADOWVALE, RATHWIRE, KILLUCAN","","Westmeath","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","3 SHEELA MOR, MANORHAMILTON, LEITRIM","","Leitrim","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","3 THE GARDENS, DOUGLAS, CORK","","Cork","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","30 BARLEYCOVE VILLAS, BARLEYCOVE BEACH, GOLEEN","","Cork","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","307 MARINA VILLAGE, MALAHIDE, DUBLIN","","Dublin","€640,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","31 MOYCOURT, MOYVALE, BALLYMAHON","","Longford","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","32 GLEANN NA RIOGH GROVE, NAAS, KILDARE","","Kildare","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","329 PALMERSTOWN WOODS, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","33 Abbey Gardens, Abbeyside, Dungarvan","","Waterford","€193,832.60","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","33 Coppenger Fields, Whites Cross","","Cork","€310,411.25","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","34 WATERFRONT, BRIDGE ST, GALWAY","","Galway","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","35 IVEAGH GARDENS, CRUMLIN RD, DUBLIN 12","Dublin 12","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","35 LATHALEER, BALTINGLASS, WICKLOW","","Wicklow","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","35 THE DRIVE, OLDTOWN MILL, CELBRIDGE","","Kildare","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","37 CARNDONAGH DR, DONAGHMEDE, DUBLIN 13","Dublin 13","Dublin","€367,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","37 PERCY FRENCH PLACE, OLDCASTLE RD, BALLYJAMESDUFF","","Cavan","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","38 Crieve Mor Avenue, Crievesmith, Letterkenny","","Donegal","€169,603.52","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","3B Church Street, Skerries","","Dublin","€572,687.22","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","4 BEACHSIDE GARDENS, RIVERCHAPEL, GOREY","","Wexford","€117,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","4 Poddle View, Poddle Park, Kimmage","Dublin 12","Dublin","€441,410.00","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","4 ST DAVIDS COURT, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","4 WOODVILLE RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€512,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","40 THE LAWN CLOVER MEADOWS, FERRYBANK, WATERFORD","","Kilkenny","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","41CLONBOYNE CLOSE, BELLINGHAM, MOUNTRATH ROAD","","Laois","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","44 WOODVIEW PARK, KILLEEN RD, TRALEE","","Kerry","€138,750.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","48 SIMMONSTOWN MANOR, CELBRIDGE, KILDARE","","Kildare","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","5 ASSUMPTION RD, ATHLONE, WESTMEATH","","Westmeath","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","5 BROMLEY AVE, ARDKEEN VILLAGE, WATERFORD","","Waterford","€286,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","5 LISOWEN COURT, BUNCRANA, CO. DONEGAL","","Donegal","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","5 Taylor Hill Terrace, Balbriggan","","Dublin","€308,400.00","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","5 Whitethorn, Naas","","Kildare","€251,101.00","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","50 LOWER YELLOW RAOD, WATERFORD","","Waterford","€73,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","51 ST JOHNS TERRACE, CARRICK ON SUIR, TIPPERARY","","Tipperary","€13,332.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","52 CHURCH VIEW, EDEN GATE, DELGANY","","Wicklow","€45,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","52 CRUMLIN RD, DUBLIN 12, DUBLIN","Dublin 12","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","53 ROBERTS HILL, CIRCULAR RD, KILKENNY","","Kilkenny","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","55  Church Green, Ballinglanna, Glanmire","","Cork","€339,207.00","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","55 RAHEEN ROAD, TALLAGHT, DUBLIN 24","","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","57 ARD NA GREINE, KILNAGURTEEN, MACROOM","","Cork","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","57 Mill View, Ballinglanna, Glanmire","","Cork","€262,114.00","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","58 ST ATTRACTA RD, CABRA, DUBLIN 7","Dublin 7","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","59 BELLEVUE HEIGHTS, NEW ROSS, WEXFORD","","Wexford","€172,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","6 CLABBY DR, CO LONGFORD","","Longford","€134,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","6 MARLBOROUGH COURT, MARLBOROUGH RD, CIRCULAR RD NORTH DUBLIN 7","Dublin 7","Dublin","€283,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","6 RESTON CLOSE, CORBALLY, LIMERICK","","Clare","€252,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","6 THE CLAREMONT, SANTRY CROSS, DUBLIN 9","Dublin 9","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","67 THORNHILL MEADOWS, CELBRIDGE, KILDARE","","Kildare","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","69 BEECH PK, BALLINCOLLIG, CORK","","Cork","€252,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","7 Coill Doire, Faha East, Killarney","","Kerry","€305,726.00","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","7 MOUNT AUBURN CLOSE, DROGHEDA, LOUTH","","Louth","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","7 THE CLAREMONT, SANTRY CROSS, DUBLIN 9","Dublin 9","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","7 The Walk, Royal Oaks, Enfield","","Meath","€262,995.00","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","8 CARRIGMORE COURT, SAGGART, DUBLIN","Dublin 24","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","8 NEWBARN, KILSALLAGHAN, DUBLIN","","Dublin","€183,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","83 ST JARLATH RD, CABRA, DUBLIN 7","Dublin 7","Dublin","€319,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","85 HAROLDS CROSS COTTAGES, HAROLDS CROSS, DUBLIN 6","Dublin 6","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","89 LEIGHLIN RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€273,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","9 MEDFORD GREEN, EARLSCOURT, WATERFORD","","Waterford","€299,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","91 GERALD GRIFFIN ST, CORK, CORK","","Cork","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","94 HILL TOP, ST PATRICKS RD, LIMERICK CITY","","Limerick","€182,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","APARTMENT 12, MOUNTAINVIEW HOUSE, STEPASIDE","","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","APARTMENT 3, SALEM HOUSE, RATHMINES","","Dublin","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","APARTMENT 3, SALT HOUSE, WICKLOW","","Wicklow","€164,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","Apt 1-10  49 Grosvenor Square, Apt 1-11  50 Grosvenor Square, RATHMINES","Dublin 6","Dublin","€3,900,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","APT 1-10, 1 GROSVENOR SQ, RATHMINES","","Dublin","€2,175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","APT 1-10, 2 GROSVENOR SQUARE, RATHMINES","","Dublin","€2,175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","APT 1 THE COURT, CLONARD VILLAGE, WEXFORD","","Wexford","€137,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","APT 1, WINDMILL LANE, DUBLIN 2","Dublin 15","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","APT 6, HARBOUR HOUSE, DUNMORE PIER","","Waterford","€241,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","APT 6, SWAN LAKE DR, LOCH GOWNA","","Cavan","€68,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","BALLAGHBOY, BALLINAFAD, SLIGO","","Sligo","€445,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","BALLYANCHOR, LISMORE, WATERFORD","","Waterford","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","BARROE, CARRACASTLE, BALLAGHADERREEN","","Mayo","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","CAHEREA, LISSEYCASEY, ENNIS","","Clare","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
